PRID,PRTITLE,PRREASON,PRTYPE,CONFIDENCE
3021209315,Update license to standard MIT license,"The changes involve updating the license text and references, which are documentation changes and do not affect code functionality.",docs,9
3021098408,Remove feature flags and assume all are true,"The PR removes feature flag checks and simplifies the code by making all features always available, which is a refactor since it changes code structure without adding new features or fixing bugs.",refactor,9
3021088894,Remove job descriptions from roles,"The PR removes a feature (job descriptions) from the roles, which is a change in functionality but not a bug fix or a new feature. This is best classified as a refactor since it modifies existing code and data structures without adding new features or fixing bugs.",refactor,9
3021303865,Remove bank account from onboarding,"The PR removes a feature (bank account step) from the onboarding flow and updates related logic and UI accordingly, which is a modification of existing functionality rather than a bug fix or documentation change. This aligns best with a refactor since it changes the code structure and flow without adding new features or fixing bugs.",refactor,8
3021321434,"Add searching, filtering, and sorting to Invoices page","The PR introduces new features such as searching, filtering, and sorting to the Invoices page, which are new functionalities enhancing the user interface and experience.",feat,9
2967113793,Add regexp_like scalar function,"The PR introduces a new scalar function 'regexp_like', which is a new feature addition to the codebase.",feat,9
2967058029,Add regexp_count scalar function,"The commit introduces a new scalar function, which is a new feature added to the codebase.",feat,9
3080769487,Show hours alongside days in time display,"The change introduces a new feature to the HumanizedTime component by displaying hours alongside days, enhancing the time display format.",feat,9
2966838581,Do not show View appeal buttons if appeals are not enabled,"The change hides UI elements based on a condition, which is a bug fix to prevent showing buttons when appeals are not enabled.",fix,9
3021332625,Remove trialing concept from the codebase,"The PR removes an existing feature (the trialing concept) from the codebase, which is a feature removal or modification rather than a bug fix or other change type. This aligns best with a 'refactor' since it involves code changes that neither add a new feature nor fix a bug but remove existing functionality.",refactor,8
2967185701,Ensure all function descriptions end with periods,"The PR fixes a typo and enforces a consistent style in function descriptions by ensuring they end with periods, which is a bug fix related to documentation strings rather than adding new features or refactoring code.",fix,8
2967129400,Add TODO comment for error handling,"The change only adds a TODO comment and does not modify functionality or fix a bug, so it is a documentation-related change.",docs,9
3051334108,Remove db-structure and erd-core package ignores from knip.jsonc,"The PR addresses a CI failure by removing package ignores and cleaning up code, which fixes the build and lint errors. This is a bug fix related to the CI process and build correctness.",fix,8
3051310871,Remove db-structure and erd-core package ignores from knip.jsonc,"The changes involve removing ignore settings, fixing lint errors by removing unused files and exports, and adding a formatting script. These are improvements to code quality and maintenance rather than new features or bug fixes, fitting best under 'refactor'.",refactor,9
3184434153,Typesense implementation (includes ENG-6484),"The PR introduces a new search feature using Typesense, replacing the existing Inkeep search. It adds new UI components, filtering, indexing, and CI automation for search indexing, which clearly constitutes a new feature addition.",feat,9
3020817672,Add bounty increase messaging to README,"The change involves adding new information to the README file, which is documentation. There is no code change, bug fix, or feature addition, just an update to documentation to guide contributors.",docs,10
3050709139,Add A2A Protocol Support (Issue #2796),"The PR introduces a new feature by adding support for the A2A protocol, including new models, server, client, and integration with the agent class, which clearly fits the 'feat' category.",feat,10
3184116369,Add comprehensive phone number validation to pricing demo form,"The PR introduces a new feature by adding comprehensive phone number validation to the pricing demo form, enhancing form input validation and user experience.",feat,9
3183969965,Add mutation protection for all network message types,"The PR introduces new constructors with validation and immutable message variants to enhance network message integrity, which is a new feature improving the system's robustness and security.",feat,9
2967656968,Add agent export and import functionality,"The PR introduces new features such as export and import functionality, new buttons, and API functions, which clearly adds new capabilities to the application.",feat,9
3185290130,Update payout delays help article text,The changes involve updating the text content of a help article to improve clarity and flow without adding new features or fixing bugs. This is a documentation update.,docs,9
3051560458,Convert packages to ESM-only with Node.js 20.x as minimum requirement,"The PR introduces a significant change by converting all packages to ESM-only and updating the minimum Node.js version requirement, which is a new feature in terms of module system support and environment requirements.",feat,9
3185273346,Update payout delays article content and add hyperlink to prohibited products,"The changes involve updating the content of a help article to improve clarity and add a hyperlink, which is a documentation update without code changes or bug fixes.",docs,10
2768982424,Add catalog.yaml with schema validation,"The PR introduces a new catalog.yaml file and adds validation tests for it, which constitutes adding a new feature and associated tests. The primary change is the addition of a new feature (catalog.yaml), so 'feat' is the most appropriate label.",feat,9
3135221647,Implement Zero Finance landing page blueprint,"The PR introduces a complete landing page blueprint implementation with new sections, features, and UI elements, which constitutes a new feature addition rather than a fix or other change type.",feat,10
2769398002,Add OPENAI_BASE_URL support,"The PR introduces a new feature by adding support for the OPENAI_BASE_URL environment variable to proxy requests, which is a new capability.",feat,9
3185339252,Add Reason 6 to payout delays help article,"The PR updates the content of a help article by adding a new section and removing outdated text, which is a documentation change without code or feature modifications.",docs,10
2903622198,Implement Claude Code as MCP server,"The PR introduces a new feature by implementing Claude Code as an MCP server with multiple tools, resources, prompts, and example clients, which clearly adds new functionality.",feat,9
2903558659,Implement Claude Code as MCP server,"The PR introduces a new feature by implementing Claude Code as an MCP server with various functionalities and tools, which clearly adds new capabilities to the project.",feat,9
2768656574,Add BirdEye Plugin,"The PR introduces a new BirdEye plugin with multiple new service classes and methods decorated as tools, representing a new feature addition to the codebase.",feat,9
2903833367,Add copyElementWithStyles function to preload API,"The PR introduces a new function to the preload API, which is a new feature addition to the codebase.",feat,9
3196666319,Add Norway to quarterly financial reports generation,"The PR adds a new country (Norway) to the list of countries for which quarterly financial reports are generated, effectively adding new functionality to the system.",feat,9
3196479981,Add monthly dividend report CSV job,"The PR introduces a new feature that generates and emails monthly dividend report CSVs, adding new services and scheduled jobs to the system. This aligns with the 'feat' type for new features.",feat,10
3197688149,Add @langchain scoped packages to renovate automerge rule,"The change updates the renovate.json configuration to add a new pattern for automerging specific scoped packages, which is a modification to the build or dependency management system rather than code functionality or documentation. This fits the 'build' category as it affects the build system's dependency update automation.",build,9
3197663602,Add lefthook pre-commit hooks for automatic linting,"The PR adds a new feature by introducing lefthook pre-commit hooks for automatic linting, which is a new functionality to improve code quality and enforce linting before commits.",feat,9
3196981192,Add URL depth validation to crawl requests (ENG-2617),"The PR introduces a new validation feature that checks URL depth in crawl requests and returns an error if the depth exceeds a limit. This adds new functionality to the request validation process, which classifies it as a feature addition.",feat,9
3197750473,Rename policy files from 行政改革 to くらしと行政,"The PR primarily involves renaming files and updating references and indexes to maintain consistency and correctness, which is a refactoring task rather than adding new features or fixing bugs.",refactor,9
2768257624,Add StagehandTool,"The PR introduces a new tool with new features and capabilities, which aligns with the 'feat' type for adding new features.",feat,9
3196948732,Add health check endpoint for Playwright service (ENG-2585),"The PR introduces a new health check endpoint to the Playwright service, which is a new feature addition to support Azure App Services requirements. It does not fix a bug or change existing functionality but adds new functionality.",feat,9
2854433830,Move .mdc files from root to .cursor/rules,"The change involves moving files to improve project organization, which is a refactor since it does not add features or fix bugs but restructures the codebase.",refactor,9
3197843318,"Comprehensive policy index update: add missing welfare and energy sections, update digital democracy and industry Step 2","The PR updates and fixes multiple sections of the policy index, including correcting URLs and renaming files to fix inconsistencies and errors. These changes address bugs in the documentation and links, making it a bug fix.",fix,9
2854427867,Use DER-specified hash algorithm for PEM decryption,"The PR introduces a change that modifies the behavior of PEM decryption by using the hash algorithm specified in the DER buffer instead of a hardcoded one, effectively adding a new feature or enhancement to the existing functionality.",feat,9
2854516270,Add parallel flow execution support,"The PR introduces a new feature that enables parallel flow execution, which is a new capability rather than a bug fix or other type of change.",feat,9
2854712132,Add FATFS build test workflow,"The PR adds a new GitHub Action workflow to test the FATFS build configuration, which is a change to the CI configuration files and scripts.",ci,9
2854857552,Make terminal and chat messages copiable,"The PR introduces new copy functionality to terminal and chat messages, which is a new feature enhancing user experience.",feat,9
2854721329,Add support for semicolon output suppression,"The PR introduces a new feature that allows semicolon output suppression in the code, which is a new capability rather than a bug fix or other change type.",feat,9
2854995975,Add deadbeef RNG implementation,"The PR introduces a new deterministic RNG feature with a configuration flag to enable it, which is a new functionality addition.",feat,9
2768602796,Change placeholder text to 'Software Engineer I',"The change updates the placeholder text in a form field, which is a user interface text update and does not add new features or fix bugs. It is a minor content change, best classified as a chore since it is not documentation or styling only.",chore,8
2855063691,Update Chinese translations,"The PR updates translations, which is a documentation-related change rather than code functionality or bug fixes.",docs,9
2855037516,Portuguese Translation,"The PR adds a new language translation to the application, which is considered a new feature as it enhances the app's functionality by supporting Brazilian Portuguese users.",feat,9
2854490437,Use DER-specified hash algorithm for PEM decryption,"The PR introduces a change that improves the functionality of the PemToDer function by using the DER-specified hash algorithm instead of a hardcoded one, which is a new feature or enhancement rather than a bug fix or other type of change.",feat,8
3132861512,Add Access Revoked column to sales CSV export,"The PR introduces a new column 'Access Revoked?' to the sales CSV export, which is a new feature enhancing the export functionality as requested by users.",feat,9
2855360043,Add settings modal UI with custom domains feature,"The PR introduces a new UI feature for managing custom domains within a settings modal, which adds new functionality to the application.",feat,9
2855302194,Optimize Font Loading Performance in Tests,"The PR focuses on improving the performance of font loading in tests by adding caching and preventing cache mutations, which directly enhances test execution speed without adding new features or fixing bugs.",perf,9
3132888527,Delete custom domains when accounts are deleted or suspended,"The PR introduces a new behavior to delete custom domains when accounts are deleted or suspended, which is a new feature added to the existing workflows.",feat,9
2855375047,Add AI Chat settings context menu,"The PR introduces a new feature by adding a context menu for AI Chat settings and persistent settings functionality, which enhances the existing capabilities.",feat,9
3133585449,Merge main into mobile with Appium performance optimizations,"The PR primarily focuses on improving performance by optimizing thread pool usage, reducing latency in screenshot capture, and enhancing async operations, which are all performance improvements rather than new features or bug fixes.",perf,9
3134301002,FAI-16928: Better handling for tms_Users in Azure-Workitems,The changes improve error handling and validation to fix a bug where null or undefined user IDs caused failures in the Azure-Workitems connector. This is a bug fix as it resolves an existing error condition.,fix,9
3134862968,Convert DataTable to regular Table component in invoice page,The change involves refactoring the existing DataTable component to a regular Table component without adding new features or fixing bugs. It is a structural code change to improve or standardize the implementation.,refactor,9
3134880296,Update marketing homepage to focus on contractor payments,"The PR updates the marketing homepage content to shift focus from equity compensation to contractor payments and invoice management, which is a change in features presented to users, thus adding a new feature or enhancement to the product's marketing message.",feat,8
2999563616,✨ Display last repository commit time and organization icon in ProjectItem,"The PR introduces new features by displaying the last repository commit time and organization icon in the ProjectItem component, adding new functions to the GitHub API, and updating UI components accordingly.",feat,9
2999270179,Live2Dモデルでドラッグ&ドロップによる画像アップロード機能を追加,"The PR introduces a new feature that enables drag-and-drop image upload functionality for Live2D models, which is a clear addition of new functionality.",feat,9
2999367490,✨ Add search functionality to ProjectsPage,"The PR introduces a new feature: search functionality on the Projects page, including new components, hooks, and API endpoints to support filtering projects by name.",feat,10
2999274935,トーストに現在利用しているツール情報を載せるようにする,"The change introduces a new feature that displays the currently used tool information in toast notifications, including new toast type and color configuration, which is a clear addition of functionality.",feat,9
2999758556,Add Google Gemini 2.5 Pro model to examples,"The PR introduces a new feature by adding support for a new model in the examples, which is a new capability or enhancement.",feat,9
2999859413,Add name method to LogicalNode,"The PR introduces a new method 'name' to the LogicalNode, which is a new feature addition to the codebase.",feat,9
3072460329,[VALD-344] fix: make format has conflicts in some targets,"The PR title and description explicitly mention fixing conflicts in the make format targets, indicating a bug fix in the build process.",fix,9
3067624914,Update Python version requirement from 3.8+ to 3.10+,"The changes are limited to updating documentation files to reflect new Python version requirements, without modifying code or functionality.",docs,10
3063545513,Add 'He Can't Love U - Jagged Edge' to top of videos list,"The PR introduces a new video entry to the default videos list, which is a new feature addition to the application.",feat,9
3072159278,Move readResourceFile function to faros-airbyte-common,"The PR moves a function to a common module and updates imports to eliminate code duplication without changing functionality, which is a refactor.",refactor,9
3063489250,Add BIBI (비비) - 종말의 사과나무 (Apocalypse) to iPod default videos,"The change introduces a new video entry to the default videos list, which is a new feature addition to the iPod app's default playlist.",feat,9
3063897409,Add table of countries with bank payout support and their currencies,"The PR adds a new table with information to an existing help article, which is a documentation enhancement without code changes or bug fixes.",docs,9
3064065244,Identify actual author when Devin pushes a PR,"The PR introduces new functionality to identify the actual author when Devin pushes a PR, which is a new feature enhancement.",feat,9
3062904406,Add middle name hint to First name field in payments settings,"The changes involve adding a hint text and improving text styling in the UI, which is an enhancement to the user interface but does not add new functionality or fix a bug. This fits best under 'feat' as it introduces a new feature (the hint) to the payments settings form.",feat,8
3063574203,Add three more songs after 'He Can't Love U',"The PR introduces new songs to the existing list, which is an addition of new content, fitting the definition of a feature addition.",feat,9
3064113810,Add onboarding button and pricing section to landing page,"The PR introduces new UI elements and functionality to the landing page, specifically adding a new onboarding button and a pricing section, which are new features.",feat,9
3063229418,FIR-1951: Fix URL validation for special characters in query parameters,"The PR fixes a bug related to URL validation by adding automatic encoding of special characters in query parameters, which resolves the issue of 'Invalid URL' errors. This is a bug fix rather than a new feature or other change type.",fix,9
3036170902,Implement product impersonation prevention system with DMCA takedown focus,"The PR introduces a new system to prevent product impersonation, including new models, reporting mechanisms, and automated handling, which constitutes a new feature addition.",feat,9
3036245532,Add total sales data to million dollar milestone notifications and create creators metrics export,"The PR introduces new features by adding total sales data to notifications and creating a new export service for creator metrics, which are new functionalities.",feat,9
3036244398,Add support for creating PostgreSQL extensions,"The PR introduces a new feature by adding support for PostgreSQL extensions through a new CRD and related functionality, which is clearly a feature addition rather than a fix or other change type.",feat,10
3226763449,Add confirmation modal for payout method changes,"The PR introduces a new feature: a confirmation modal for payout method changes, which is a new user-facing functionality enhancing the existing system.",feat,9
2832678777,Add Elasticsearch integration tool,"The PR introduces a new integration tool for Elasticsearch, which is a new feature addition. The enhancements like error handling, logging, and documentation support the new feature but do not change the nature of the commit from being a feature addition.",feat,9
3036425780,Improve Inbox/Dashboard navigation,"The changes improve the navigation experience by modifying how views are switched, which adds a new feature to the user interface rather than fixing a bug or just refactoring code.",feat,9
3226665537,Add CreateIndiaSalesReportJob with monthly scheduling and specs,"The PR introduces a new Sidekiq job with monthly scheduling and comprehensive specs, adding a new feature to generate India GST sales reports. It is not a bug fix, documentation, or other change type, but a new functionality.",feat,10
3036314560,Add delay parameter to crawl options in all SDKs,"The PR introduces a new 'delay' parameter to the crawl options across all SDKs, which is a new feature addition.",feat,9
3228237583,"Add changelog template for July 18, 2025","The change introduces a new changelog template, which is a documentation update rather than a code feature or fix.",docs,9
3228289580,PRD-78 Phase 2: Add /events WebSocket endpoint for real-time target creation notifications,"The PR introduces a new WebSocket endpoint and enhances existing APIs to provide real-time notifications, which constitutes adding new features rather than fixing bugs or making other types of changes.",feat,9
3229003870,Add specific examples to professional English communication requirement,"The PR title indicates the addition of specific examples to documentation related to professional English communication requirements, which is a documentation enhancement without code changes.",docs,9
3227964990,Add Grok 4 and Kimi2 model integrations,"The PR introduces new model integrations, which are new features added to the system.",feat,9
3100453288,Add placeholder text to prompt input field for text input operation,"The PR introduces a new feature by adding placeholder text to the input field and localization support, which enhances the user interface and experience without fixing a bug or refactoring existing code.",feat,9
3227913078,PRD-78: Implement Phase 1 target='_blank' headless support,"The PR introduces a new feature that enables support for target=""_blank"" behavior in headless mode, allowing discovery and connection to new tabs created via such links. This is a clear addition of functionality rather than a bug fix or other change type.",feat,10
3229003744,Add specific examples to professional English communication requirement,"The PR adds specific examples and clarifications to the CONTRIBUTING.md files to improve documentation on professional English communication without changing any code or functionality, making it a documentation-only change.",docs,10
3100598883,Remove WIDGET_JWT_SECRET environment variable,"The PR removes an unused environment variable and updates related code to reflect this removal, which is a code cleanup and refactoring rather than a feature addition or bug fix.",refactor,9
3101288480,"Add v1.9 config schema with providers, models, and function prompts","The PR introduces a new configuration schema version 1.9 with new features such as enhanced provider, model, and prompt configuration options, as well as migration logic. This clearly adds new functionality, so it is classified as a feature addition.",feat,9
3101454770,Add admin invoice creation feature,"The PR introduces a new feature allowing admins to create invoices on behalf of contractors, including UI changes and backend integration.",feat,10
3229003621,Add specific examples to professional English communication requirement,The PR adds specific examples and clarifications to the existing documentation regarding professional English communication requirements without changing any code. This is a documentation-only enhancement to improve clarity and guidance.,docs,10
3101378582,Implement dynamic Streamlit version resolution,"The PR introduces a new feature that dynamically resolves the Streamlit version from a single source of truth, replacing hardcoded version references. This adds new scripts and updates build processes, which aligns with adding a new feature rather than fixing a bug or making other types of changes.",feat,9
3143883658,Integrate Helper chat widget with authentication,"The PR introduces a new feature by integrating the Helper chat widget with authentication into the application, adding new components, API routes, and configuration for this functionality.",feat,10
3101067838,FAI-16829: Implement CircleCI credit utilization tracking,"The PR introduces a new feature to the CircleCI connector by implementing credit utilization tracking, including new streams, API methods, and metrics generation.",feat,9
3144610758,Add embeddable contact form to Helper SDK,"The PR introduces a new embeddable contact form feature to the Helper SDK, including SDK updates, a new API endpoint, styling, and usage instructions, which clearly indicates a new feature addition.",feat,10
3144410021,Add keyboard shortcuts j/k for conversation navigation,"The PR introduces new keyboard shortcuts for conversation navigation, which is a new feature enhancing user interaction.",feat,9
3144157419,Remove jobs article from help center,"The PR removes an existing article and its references from the help center, which is a content removal and cleanup task rather than adding a new feature or fixing a bug. This is best categorized as a chore since it involves maintenance and cleanup of documentation content.",chore,9
3011464215,Add stub implementation for Iceberg REST catalog,"The PR introduces a new stub implementation for the Iceberg REST catalog, which is a new feature addition to the ext_iceberg extension.",feat,9
3144703793,Show first and last names separately in people tab,"The changes introduce a new feature by modifying the UI to show first and last names separately in the people tab, which is a new functionality requested by the user.",feat,9
2813742901,Add KDoc documentation to MySQLDestination methods,"The PR exclusively adds KDoc documentation to methods without changing any code functionality, which is a documentation-only change.",docs,10
3011870485,Move auto-close feature from Integrations to Customers section,"The change involves moving an existing feature to a different section without adding new functionality or fixing a bug, which is a refactor of the code structure.",refactor,9
3143893032,Remove 'All articles' and 'Found X articles' text from help center page,The PR removes specific text elements from the UI and cleans up unused variables without adding new features or fixing bugs. This is a refactor as it changes the code structure and presentation without altering functionality or fixing errors.,refactor,9
3011898413,Add flow plot visualization example to documentation,"The PR adds a new example to the documentation to help users understand a feature better, which is a documentation enhancement without code changes or bug fixes.",docs,9
3144011143,Remove QuickBooks financial report sync jobs and related UI components,"The PR removes existing features related to QuickBooks financial report sync, including backend jobs, UI components, routes, and documentation. This is a removal of functionality rather than a bug fix or new feature, best classified as a refactor since it restructures and cleans up code without adding new features or fixing bugs.",refactor,9
3011904050,Remove BaseExtension generic types,The PR removes generic types and simplifies type definitions without adding new features or fixing bugs. This is a refactor to improve code clarity and maintainability while keeping functionality unchanged.,refactor,9
2814377516,Enable strictNullChecks and fix type errors,"The changes involve enabling strictNullChecks in TypeScript configuration and fixing type errors, which improves type safety but does not add new features or fix runtime bugs. This is a refactor focused on code quality and type correctness.",refactor,9
3012249229,Remove left border on settings subnav active state,"The change involves removing a specific style (left border) from the active state in the settings subnavigation, which is a styling change that does not affect the meaning or functionality of the code.",style,9
3012243586,Add plus icon to Connect API button,"The change introduces a new visual element (plus icon) to an existing button, which is an enhancement or addition to the UI, fitting the definition of a new feature.",feat,9
3012267557,Add ability to change mailbox name in preferences,"The PR introduces a new feature that allows users to change the mailbox name in the preferences, which was not possible before. This is a clear addition of functionality, fitting the 'feat' category.",feat,9
3012304281,Remove Extension class and rename InternalExtension to MagicExtension,"The PR involves removing a class and renaming another without adding new features or fixing bugs, which is a structural code change that improves code organization or clarity without changing functionality.",refactor,9
3012238324,Update 'Connect Your Support Email' to 'Support Email' in settings,"The change updates the text in the UI without adding new features or fixing bugs, which is a style change affecting the presentation only.",style,9
3012296797,Add Soneium mainnet send-and-receive-tokens example,"The PR introduces a new example feature for sending and receiving tokens on the Soneium mainnet, which is a new functionality addition.",feat,9
2984262157,[FEATURE]adminのレポート一覧画面にも作成日時を追加する,"The PR adds a new feature by displaying the creation date on the admin report list screen, which is a new functionality.",feat,9
2844564140,move: dark mode and pipeline improvements to completed,"The change involves moving existing features to a different section, which is a documentation or organizational update rather than adding new features or fixing bugs.",docs,8
2845335545,Add Solana Smart Wallet Tests,"The PR adds comprehensive test coverage for Solana Smart Wallet functionality, which is clearly adding missing tests or improving existing tests.",test,10
2846430796,(do not merge) Test source-freshdesk CDK v6.x compatibility,"The PR is primarily for testing compatibility and identifying required changes, not introducing features, fixes, or other code changes. It is an exploratory and preparatory task, best categorized as a chore.",chore,8
2984336107,[FEATURE] Admin一覧画面からstatic exportを実行できるようにする,"The PR introduces a new feature by adding a button to the Admin screen to trigger static export, an API endpoint to perform the export, and functionality to download the export as a ZIP file. This clearly adds new capabilities rather than fixing bugs or making other changes.",feat,9
2984176797,Add result_as_answer parameter to @tool decorator,"The PR introduces a new parameter to an existing decorator, which adds new functionality to the codebase, thus it is a new feature.",feat,9
2984932879,"storage: require authentication by default, unless --dev is specified","The changes introduce a new CLI option '--dev' and modify the default behavior to require authentication, which is a new feature enhancing security and configurability.",feat,9
2984873610,✨ feat: implement organization-specific project pages,"The PR introduces new organization-specific project pages and modifies navigation to support this feature, which constitutes a new feature addition.",feat,9
2984591304,♻️ refactor: convert review issue resolution to Server Actions and use Supabase types,The PR title and description explicitly state that the change is a refactor: converting existing functionality from API Routes to Server Actions and updating types for better consistency without adding new features or fixing bugs.,refactor,9
2984195274,Add types package with Felt wrapper and AddressStr method,"The PR introduces a new package and adds a new method to provide a feature that ensures consistent length representation of addresses and class hashes, which is a new functionality.",feat,9
2985202865,Add overallReviewId to generateDocsSuggestionTask,"The PR introduces a new parameter 'overallReviewId' to an existing task, which adds new functionality without fixing a bug or changing existing behavior. This aligns with the definition of a feature addition.",feat,9
2926081100,Sort records by moderationStatus in User detail page,"The PR introduces a new feature that sorts records by moderationStatus on the User detail page, which is a new functionality enhancement.",feat,9
3205629566,Optimize and restructure LLM files to eliminate code duplication,"The PR description clearly states that the changes are a refactor to eliminate code duplication by centralizing common functionality in a base class, without adding new features or fixing bugs. It focuses on improving maintainability and reducing code redundancy, which aligns with the 'refactor' commit type.",refactor,10
3205615159,Optimize and restructure synthesizer files to eliminate code duplication,"The PR description clearly states that the changes are focused on refactoring the synthesizer code to eliminate duplication and consolidate common functionality without adding new features or fixing bugs. It restructures the codebase to improve maintainability and reduce redundancy, which fits the 'refactor' category.",refactor,10
2925357207,Add codebase architectures examples,"The PR introduces new examples demonstrating different codebase architectures, which adds new content and features to the repository.",feat,9
3206850025,Update Python SDK documentation and clean up codebase,"The PR primarily focuses on updating and improving documentation for the Python and TypeScript SDKs, including adding missing parameters, creating API reference pages, and cleaning up comments. There is no indication of new features, bug fixes, or code refactoring beyond documentation improvements.",docs,10
2925015353,part distribution and block processing,"The title suggests the introduction of new functionality related to part distribution and block processing, which indicates a new feature rather than a fix or other change type.",feat,8
2925433850,Sort records by flagged moderations count in User detail page,"The PR introduces a new feature that allows sorting records by the count of flagged moderations on the User detail page, which is a new functionality enhancement.",feat,9
2985471045,✨ feat: add RLS policy to Project table,"The PR introduces new Row Level Security (RLS) policies to the Project table, which is a new feature enhancing access control. It does not fix a bug or change existing functionality but adds new security features, fitting the 'feat' category.",feat,9
2926188053,Migrate from chokidar to @parcel/watcher,"The PR changes the file watching implementation to use a different library, which improves performance by leveraging native file system APIs. This is a code change that improves performance without adding new features or fixing bugs.",perf,9
2934662154,Update README with MPC wallet configuration and JSON schema information,"The changes described are updates to the README file to add configuration and schema information, which are documentation changes only.",docs,9
2934553850,Add feature to override _ask_human_input function in Task,"The PR introduces a new feature allowing users to override the _ask_human_input function, which is a new capability added to the Task class.",feat,9
2926270506,Implement file editor agent in four codebase architectures,"The PR introduces a new feature by implementing a file editor agent across four different codebase architectures, adding new functionality rather than fixing bugs or making other types of changes.",feat,9
2935949983,Show Neon Auth above Neon RLS in Product modal,"The change updates the order of UI elements in the product modal, which is a new feature or enhancement to the user interface rather than a bug fix or other type of change.",feat,8
3173023956,Update help article text for account creation link,"The change only updates the text content of a help article, which is documentation. There is no code or feature change involved.",docs,9
3170760184,Remove overrideSchema functionality and related code,"The PR removes an entire feature and all related code, which is a removal of functionality rather than a bug fix or addition of new features. This aligns best with a 'refactor' as it cleans up and simplifies the codebase without adding new features or fixing bugs.",refactor,9
3173036983,Update conversion rate explanation in analytics dashboard help article,"The change updates the text content of a help article to improve clarity and conciseness without modifying code functionality, which is a documentation update.",docs,9
2935662015,Update Groq pricing and add new models,"The PR updates the pricing table and adds new models, which is a new feature or enhancement to the existing functionality rather than a bug fix or documentation only change.",feat,8
3025318877,Replace Gumroad Community License with MIT License,"The PR replaces the license file, which is a change to project metadata and documentation rather than code functionality or bug fixes.",docs,9
3172128481,Change modal title from 'Connect Wallet' to 'Log in with Wallet',"The PR updates the modal title text and related UI text strings without adding new features or fixing bugs. It is a text/content change to improve terminology consistency, which does not affect code behavior or structure, so it is best classified as a style change.",style,9
3025842933,Add documentation for rx.memo decorator,"The PR adds comprehensive documentation for the rx.memo decorator without changing code functionality, which fits the 'docs' category.",docs,10
2935908267,Deprecate protocol features and update MIN_SUPPORTED_PROTOCOL_VERSION,"The PR introduces deprecation of protocol features and updates a protocol version constant, which is a change in functionality but does not add new features or fix bugs. It is more of a refactor and cleanup of existing code and logic related to deprecated features.",refactor,8
2771684354,Add negotiation transcript generation example,"The PR introduces a new example feature demonstrating negotiation transcript generation using Curator, including structured output and a two-stage LLM pipeline, which constitutes a new feature addition.",feat,9
3025434270,Make roles additive rather than restrictive,"The PR introduces a new behavior allowing users with multiple roles to have additive permissions rather than restrictive ones, effectively adding a new feature to the authorization logic.",feat,9
3025132724,Update account deletion section in advanced settings,"The changes described involve updating the content of a documentation section, including removing redundant text and adding a helpful link, which are documentation improvements without code changes.",docs,9
3026199338,Add link to view conversation from session page,"The change introduces a new feature by adding a 'View conversation' button to the session page, enhancing user navigation and functionality.",feat,9
2947683935,Increase firecrawl page limit from 100 to 150,"The change increases the page limit, which is an enhancement or new capability rather than a bug fix or other type of change.",feat,9
2948284040,Add asset file 404 error tracking to Sentry,"The PR introduces a new feature that enables tracking of 404 errors for asset files in Sentry, which is a new capability added to the system.",feat,9
2771851179,Add logging for service cleanup hooks in new-style BentoML services,"The PR introduces new logging features to track the execution of cleanup hooks, which is an addition of functionality rather than a bug fix or refactor.",feat,9
2947870333,Add OpenGradient plugin,"The PR introduces a new plugin that adds functionality for on-chain ML and LLM inference, which is a new feature.",feat,9
2948031260,Add convexToZod function and helper,"The PR introduces new functions that add new features for converting between Convex and Zod validators, which is a new capability rather than a fix or documentation change.",feat,9
2950890865,Add prompt filter to search page,"The PR introduces a new feature by adding a 'prompt' filter to the search page, which is a new functionality enhancing the search capabilities.",feat,9
2951230031,Add finally callback to customFunction,"The PR introduces a new feature by adding a 'finally' callback to the customFunction, enhancing its functionality with additional behavior after execution.",feat,9
2951004653,Add Vercel Analytics,"The PR introduces a new feature by adding Vercel Analytics integration to the Next.js app, which is a new capability.",feat,9
2950203162,Include all knowledge base entries instead of only similar ones,"The change introduces a new behavior by including all knowledge base entries instead of only similar ones, which adds a new feature to the system as requested.",feat,9
2950236074,[DEVIN: Konsti] Add isAnonymous to BaseUser interface and implementation,"The PR introduces a new property 'isAnonymous' to the BaseUser interface and its implementation, which adds new functionality to the user object.",feat,9
2951329700,Remove Sign In button and add GitHub button with star count,"The PR introduces a new GitHub button with star count, which is a new feature added to the UI, replacing the Sign In button.",feat,9
2951308650,Add tool call support to trace processing functionality,"The PR introduces new features such as tool call support and Unicode handling in trace processing, along with updates to interfaces and UI components to support these features, which aligns with adding new functionality.",feat,9
2951345490,Remove Docs list and detail pages,"The change involves removing existing documentation pages, which is a removal of features rather than a fix or addition. This aligns best with a 'refactor' since it modifies the codebase by removing parts without adding new features or fixing bugs.",refactor,8
2786715226,Add @persist decorator with FlowPersistence interface,"The PR introduces a new feature by adding a class-level @persist decorator and setting a default SQLiteFlowPersistence backend, enhancing flow persistence functionality.",feat,9
2786817367,Expand coverage for seed and angel rounds,"The changes introduce a new tracking system, enhanced validation, improved visualization, and expanded filtering, which collectively add new features and capabilities to the system rather than fixing bugs or making other types of changes.",feat,9
2789118244,Add mockdb.appsmith.com host mapping to CI workflows,"The change involves modifying CI workflow files to add a host mapping, which affects the CI configuration but does not add features, fix bugs, or change code functionality directly.",ci,9
